year,make,manufacturer,model,drivetrain,vehicle_class,engine_size,cylinders,transmission,trans_type,num_gears,fuel_type,city,hwy,comb,comb_mpg,co2
2010,CHEVROLET,GM,EXPRESS CARGO AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,X,18.3,14.1,16.4,17,377
2010,CHEVROLET,GM,EXPRESS CARGO AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,E,23.5,18.4,21.2,13,339
2017,CHRYSLER,FCA,200 FFV,2WD,MID-SIZE,3.6,6,A9,A,9,E,16.8,10.4,13.9,20,230
2011,CHRYSLER,FCA,200 SEDAN,2WD,MID-SIZE,2.4,4,A4,A,4,X,11.3,8,9.8,29,225
2010,CHEVROLET,GM,EXPRESS CARGO CONV AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,X,18.3,14.2,16.4,17,377
2010,CHEVROLET,GM,EXPRESS CARGO CONV AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,E,25.3,19.3,22.6,12,362
2011,CHRYSLER,FCA,200 SEDAN,2WD,MID-SIZE,2.4,4,AS6,A,6,X,11.9,7.6,10,28,230
2013,CHRYSLER,FCA,200 SEDAN,2WD,MID-SIZE,2.4,4,A4,A,4,X,11.4,8.2,10,28,230
2010,CHEVROLET,GM,EXPRESS PASSENGER AWD,AWD,VAN - PASSENGER,5.3,8,A4,A,4,X,18.3,14.2,16.4,17,377
2010,CHEVROLET,GM,EXPRESS PASSENGER AWD,AWD,VAN - PASSENGER,5.3,8,A4,A,4,E,25.3,19.3,22.6,12,362
2013,CHRYSLER,FCA,200 SEDAN,2WD,MID-SIZE,2.4,4,A6,A,6,X,12,7.8,10.1,28,232
2014,CHRYSLER,FCA,200 SEDAN,2WD,MID-SIZE,2.4,4,A4,A,4,X,11.2,8,9.8,29,225
2014,CHRYSLER,FCA,200 SEDAN,2WD,MID-SIZE,2.4,4,A6,A,6,X,12,7.6,10,28,230
2011,CHRYSLER,FCA,200 SEDAN FFV,2WD,MID-SIZE,3.6,6,AS6,A,6,X,12.5,8.1,10.5,27,242
2011,CHRYSLER,FCA,200 SEDAN FFV,2WD,MID-SIZE,3.6,6,AS6,A,6,E,17,11.2,14.4,20,230
2013,CHRYSLER,FCA,200 SEDAN FFV,2WD,MID-SIZE,3.6,6,A6,A,6,X,12.5,8.1,10.5,27,242
2013,CHRYSLER,FCA,200 SEDAN FFV,2WD,MID-SIZE,3.6,6,A6,A,6,E,17,11.2,14.4,20,230
2014,CHRYSLER,FCA,200 SEDAN FFV,2WD,MID-SIZE,3.6,6,A6,A,6,X,12.5,8.1,10.5,27,242
2014,CHRYSLER,FCA,200 SEDAN FFV,2WD,MID-SIZE,3.6,6,A6,A,6,E,17,11.2,14.4,20,230
2016,BMW,BMW,228i,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,9.9,6.5,8.4,34,197
2016,BMW,BMW,228i,2WD,SUBCOMPACT,2,4,M6,M,6,Z,10.7,7,9,31,211
2015,BMW,BMW,228i CABRIOLET,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,10.4,7.1,8.9,32,205
2015,BMW,BMW,228i COUPE,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,10,6.5,8.4,34,193
2015,BMW,BMW,228i COUPE,2WD,SUBCOMPACT,2,4,M6,M,6,Z,10.7,6.9,9,31,207
2017,BMW,BMW,230i CABRIOLET,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,10,7.2,8.7,32,207
2017,BMW,BMW,230i COUPE,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,9.8,6.8,8.4,34,197
2017,BMW,BMW,230i COUPE,2WD,SUBCOMPACT,2,4,M6,M,6,Z,11.1,7.3,9.4,30,219
2018,BMW,BMW,230i Coupe,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,9.8,6.8,8.4,34,197
2018,BMW,BMW,230i Coupe,2WD,SUBCOMPACT,2,4,M6,M,6,Z,11.1,7.3,9.4,30,219
2019,BMW,BMW,230i Coupe,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,9.8,6.8,8.5,33,198
2019,BMW,BMW,230i Coupe,2WD,SUBCOMPACT,2,4,M6,M,6,Z,11.1,7.3,9.4,30,219
2013,CHRYSLER,FCA,300 (FuelSaver MDS),2WD,FULL-SIZE,5.7,8,A5,A,5,X,15.1,9.5,12.6,22,290
2014,CHRYSLER,FCA,300 (MDS),2WD,FULL-SIZE,5.7,8,A5,A,5,X,15.8,9.2,12.8,22,294
2015,CHRYSLER,FCA,300 (MDS),2WD,FULL-SIZE,5.7,8,A8,A,8,X,14.8,9.3,12.3,23,283
2016,CHRYSLER,FCA,300 (MDS),2WD,FULL-SIZE,5.7,8,A8,A,8,X,14.8,9.3,12.3,23,289
2017,CHRYSLER,FCA,300 (MDS),2WD,FULL-SIZE,5.7,8,A8,A,8,X,14.7,9.4,12.3,23,289
2011,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A5,A,5,X,13.2,8.7,11.2,25,258
2011,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A5,A,5,E,18.3,12.6,15.7,18,251
2012,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A5,A,5,X,13.2,8.7,11.2,25,258
2012,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A5,A,5,E,18.3,12.6,15.7,18,251
2012,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.3,7.6,10.2,28,235
2012,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,16.8,10.3,13.9,20,222
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,4.3,6,A4,A,4,X,16.6,13.3,15.1,19,347
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,4.8,8,A4,A,4,X,17.7,13.4,15.7,18,361
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,4.8,8,A4,A,4,E,23.2,17.8,20.8,14,333
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,A,6,X,16.1,11.2,13.9,20,320
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,A,6,E,21.5,14.7,18.5,15,296
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,A,6,Z,19.4,12.6,16.3,17,375
2010,CHEVROLET,GM,SILVERADO 4WD,4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,A,6,E,24.9,17.4,21.5,13,344
2013,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.3,7.6,10.2,28,235
2010,CHEVROLET,GM,SILVERADO HYBRID 4WD,4WD,PICKUP TRUCK - STANDARD,6,8,AV,AV,V,X,11.2,10.7,11,26,253
2013,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,16.8,10.3,13.9,20,222
2014,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.4,7.7,10.3,27,237
2014,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,16.8,10.3,13.9,20,222
2015,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.4,7.7,10.3,27,237
2015,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,16.8,10.3,13.9,20,222
2016,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.4,7.7,10.3,27,240
2010,CHEVROLET,GM,TAHOE 4WD,4WD,SUV - STANDARD,5.3,8,A6,A,6,X,16.1,11.2,13.9,20,320
2010,CHEVROLET,GM,TAHOE 4WD,4WD,SUV - STANDARD,5.3,8,A6,A,6,E,21.5,14.7,18.5,15,296
2016,CHRYSLER,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,16.8,10.3,13.9,20,229
2010,CHEVROLET,GM,TAHOE HYBRID 4WD,4WD,SUV - STANDARD,6,8,AV,AV,V,X,11.2,10.7,11,26,253
2018,Chrysler,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.4,7.8,10.3,27,242
2010,CHEVROLET,GM,TRAVERSE AWD,AWD,SUV - STANDARD,3.6,6,A6,A,6,X,14.7,10.4,12.8,22,294
2018,Chrysler,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,17.1,10.6,14.2,20,234
2010,CHRYSLER,FCA,300 AWD,AWD,FULL-SIZE,3.5,6,AS5,A,5,X,14.2,10.2,12.4,23,285
2019,Chrysler,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,X,12.4,7.8,10.3,27,242
2010,CHRYSLER,FCA,300C AWD (MDS),AWD,FULL-SIZE,5.7,8,AS5,A,5,X,15,10.3,12.9,22,297
2019,Chrysler,FCA,300 FFV,2WD,FULL-SIZE,3.6,6,A8,A,8,E,17.1,10.6,14.2,20,234
2013,CHRYSLER,FCA,300 SRT (FuelSaver MDS),2WD,FULL-SIZE,6.4,8,A5,A,5,Z,16.7,10.3,13.8,20,317
2014,CHRYSLER,FCA,300 SRT (MDS),2WD,FULL-SIZE,6.4,8,A5,A,5,Z,16.7,10.3,13.8,20,317
2012,CHRYSLER,FCA,300 SRT8 (FuelSaver MDS),2WD,FULL-SIZE,6.4,8,AS5,A,5,Z,16.7,10.3,13.8,20,317
2011,CHRYSLER,FCA,300C (FUELSAVER MDS),2WD,FULL-SIZE,5.7,8,AS5,A,5,X,15.1,9.5,12.6,22,290
2012,CHRYSLER,FCA,300C (FuelSaver MDS),2WD,FULL-SIZE,5.7,8,AS5,A,5,X,15.1,9.5,12.6,22,290
2010,CHRYSLER,FCA,300C (MDS),2WD,FULL-SIZE,5.7,8,AS5,A,5,X,15.1,9.5,12.6,22,290
2010,CHRYSLER,FCA,300C SRT8,2WD,FULL-SIZE,6.1,8,AS5,A,5,Z,17.8,12.5,15.4,18,354
2013,BMW,BMW,320i,2WD,COMPACT,2,4,A8,A,8,Z,9.8,6.3,8.2,34,189
2013,BMW,BMW,320i,2WD,COMPACT,2,4,M6,M,6,Z,10.2,6.5,8.5,33,196
2014,BMW,BMW,320i,2WD,COMPACT,2,4,A8,A,8,Z,10,6.5,8.4,34,193
2014,BMW,BMW,320i,2WD,COMPACT,2,4,M6,M,6,Z,10.4,6.7,8.7,32,200
2016,BMW,BMW,320i,2WD,COMPACT,2,4,AS8,A,8,Z,9.9,6.5,8.4,34,197
2016,BMW,BMW,320i,2WD,COMPACT,2,4,M6,M,6,Z,10.7,7,9,31,211
2017,BMW,BMW,320i,2WD,COMPACT,2,4,AS8,A,8,Z,10,6.5,8.4,34,200
2017,BMW,BMW,320i,2WD,COMPACT,2,4,M6,M,6,Z,10.2,6.7,8.6,33,202
2015,BMW,BMW,320i SEDAN,2WD,COMPACT,2,4,AS8,A,8,Z,10,6.5,8.4,34,193
2015,BMW,BMW,320i SEDAN,2WD,COMPACT,2,4,M6,M,6,Z,10.7,6.9,9,31,207
2010,BMW,BMW,323i,2WD,COMPACT,2.5,6,A6,A,6,Z,12.7,8,10.6,27,244
2010,BMW,BMW,323i,2WD,COMPACT,2.5,6,M6,M,6,Z,12.6,8.2,10.6,27,244
2011,BMW,BMW,323i,2WD,COMPACT,2.5,6,A6,A,6,Z,12.7,8,10.6,27,244
2011,BMW,BMW,323i,2WD,COMPACT,2.5,6,M6,M,6,Z,12.6,8.2,10.6,27,244
2010,BMW,BMW,328i,2WD,COMPACT,3,6,A6,A,6,Z,12.8,8.2,10.7,26,246
2010,DODGE,FCA,CHARGER AWD,AWD,FULL-SIZE,3.5,6,AS5,A,5,X,14.2,10.2,12.4,23,285
2010,DODGE,FCA,CHARGER AWD (MDS),AWD,FULL-SIZE,5.7,8,AS5,A,5,X,15,10.3,12.9,22,297
2010,BMW,BMW,328i,2WD,COMPACT,3,6,M6,M,6,Z,12.2,8.2,10.4,27,239
2011,BMW,BMW,328i,2WD,COMPACT,3,6,A6,A,6,Z,12.3,8.1,10.4,27,239
2010,DODGE,FCA,DAKOTA 4X4,4WD,PICKUP TRUCK - STANDARD,3.7,6,A4,A,4,X,17.3,13.3,15.5,18,357
2011,BMW,BMW,328i,2WD,COMPACT,3,6,M6,M,6,Z,12.1,8.2,10.4,27,239
2013,BMW,BMW,328i,2WD,COMPACT,2,4,A8,A,8,Z,9.9,6.6,8.4,34,193
2010,DODGE,FCA,DAKOTA FFV 4X4,4WD,PICKUP TRUCK - STANDARD,4.7,8,A5,A,5,X,17.3,12.7,15.2,19,350
2010,DODGE,FCA,DAKOTA FFV 4X4,4WD,PICKUP TRUCK - STANDARD,4.7,8,A5,A,5,E,26.1,19.6,23.1,12,370
2013,BMW,BMW,328i,2WD,COMPACT,2,4,M6,M,6,Z,10.3,6.7,8.7,32,200
2014,BMW,BMW,328i,2WD,COMPACT,2,4,A8,A,8,Z,10,6.5,8.4,34,193
2014,BMW,BMW,328i,2WD,COMPACT,2,4,M6,M,6,Z,10.4,6.7,8.7,32,200
2010,BMW,BMW,328i CABRIOLET,2WD,SUBCOMPACT,3,6,A6,A,6,Z,12.8,8.8,11,26,253
2010,BMW,BMW,328i CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.7,8.8,11.5,25,265
2011,BMW,BMW,328i CABRIOLET,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13,8.8,11.1,25,255
2011,BMW,BMW,328i CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.7,8.8,11.5,25,265
2010,DODGE,FCA,JOURNEY AWD,AWD,SUV - SMALL,3.5,6,AS6,A,6,X,15.2,10.3,13,22,299
2010,DODGE,FCA,NITRO 4X4,4WD,SUV - SMALL,3.7,6,A4,A,4,X,15.6,11.4,13.7,21,315
2010,DODGE,FCA,NITRO 4X4,4WD,SUV - SMALL,4,6,A5,A,5,X,15.1,11.4,13.5,21,311
2012,BMW,BMW,328i CABRIOLET,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.9,8.8,11,26,253
2012,BMW,BMW,328i CABRIOLET,2WD,SUV - SMALL,3,6,M6,M,6,Z,13.7,8.8,11.5,25,265
2010,DODGE,FCA,RAM 1500 4X4 (MDS),4WD,SUV - SMALL,5.7,8,A5,A,5,X,18,12.7,15.6,18,359
2013,BMW,BMW,328i CABRIOLET,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.9,8.8,11,26,253
2013,BMW,BMW,328i CABRIOLET,2WD,SUV - SMALL,3,6,M6,M,6,Z,13.7,8.8,11.5,25,265
2010,DODGE,FCA,RAM 1500 FFV 4X4,4WD,SUV - SMALL,4.7,8,A5,A,5,X,18.5,13.4,16.2,17,373
2010,DODGE,FCA,RAM 1500 FFV 4X4,4WD,SUV - SMALL,4.7,8,A5,A,5,E,26.1,19.6,23.1,12,370
2010,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.8,8.2,10.7,26,246
2010,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,M6,M,6,Z,12.2,8.2,10.4,27,239
2011,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.3,8.1,10.4,27,239
2011,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,M6,M,6,Z,12.1,8.2,10.4,27,239
2012,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.8,8.1,10.7,26,246
2012,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,M6,M,6,Z,12.2,8.3,10.5,27,242
2013,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.8,8.1,10.7,26,246
2013,BMW,BMW,328i COUPE,2WD,SUV - SMALL,3,6,M6,M,6,Z,12.1,8.3,10.4,27,239
2015,BMW,BMW,328i SEDAN,2WD,SUV - SMALL,2,4,AS8,A,8,Z,10,6.5,8.4,34,193
2015,BMW,BMW,328i SEDAN,2WD,SUV - SMALL,2,4,M6,M,6,Z,10.7,6.9,9,31,207
2010,FORD,Ford,EDGE AWD,AWD,SUV - SMALL,3.5,6,A6,A,6,X,14,10.4,12.4,23,285
2010,BMW,BMW,335d,2WD,SUV - SMALL,3,6,A6,A,6,D,10.3,6.5,8.6,33,232
2011,BMW,BMW,335d,2WD,SUV - SMALL,3,6,A6,A,6,D,10.3,6.5,8.6,33,232
2010,FORD,Ford,ESCAPE 4X4,4WD,SUV - SMALL,2.5,4,A6,A,6,X,11.8,9,10.6,27,244
2010,FORD,Ford,ESCAPE 4X4 FFV,4WD,SUV - SMALL,3,6,A6,A,6,X,13.1,10.4,11.9,24,274
2010,FORD,Ford,ESCAPE 4X4 FFV,4WD,SUV - SMALL,3,6,A6,A,6,E,18.1,13.9,16.2,17,259
2010,BMW,BMW,335i,2WD,SUV - SMALL,3,6,A6,A,6,Z,13.3,8.9,11.3,25,260
2010,BMW,BMW,335i,2WD,SUV - SMALL,3,6,M6,M,6,Z,13.2,9,11.3,25,260
2011,BMW,BMW,335i,2WD,SUV - SMALL,3,6,A6,A,6,Z,12.8,8.6,10.9,26,251
2010,FORD,Ford,ESCAPE HYBRID 4X4,4WD,SUV - SMALL,2.5,4,AV,AV,V,X,7.8,8.7,8.2,34,189
2010,FORD,Ford,EXPEDITION 4X4 FFV,4WD,SUV - STANDARD,5.4,8,A6,A,6,X,19.1,13.6,16.7,17,384
2010,FORD,Ford,EXPEDITION 4X4 FFV,4WD,SUV - STANDARD,5.4,8,A6,A,6,E,25.3,18.3,22.2,13,355
2010,FORD,Ford,EXPLORER 4X4,4WD,SUV - STANDARD,4,6,A5,A,5,X,18,12.8,15.6,18,359
2010,FORD,Ford,EXPLORER 4X4,4WD,SUV - STANDARD,4.6,8,A6,A,6,X,16.9,12.1,14.8,19,340
2010,FORD,Ford,EXPLORER SPORT TRAC 4X4,4WD,PICKUP TRUCK - STANDARD,4,6,A5,A,5,X,18,12.8,15.6,18,359
2010,FORD,Ford,EXPLORER SPORT TRAC 4X4,4WD,PICKUP TRUCK - STANDARD,4.6,8,A6,A,6,X,16.9,12.1,14.8,19,340
2011,BMW,BMW,335i,2WD,COMPACT,3,6,M6,M,6,Z,12.5,8.5,10.7,26,246
2013,BMW,BMW,335i,2WD,COMPACT,3,6,A8,A,8,Z,10.4,7.2,9,31,207
2010,FORD,Ford,F150 4X4,4WD,PICKUP TRUCK - STANDARD,4.6,8,A6,A,6,X,16.6,12,14.5,19,334
2013,BMW,BMW,335i,2WD,COMPACT,3,6,M6,M,6,Z,12,8.1,10.3,27,237
2014,BMW,BMW,335i,2WD,COMPACT,3,6,A8,A,8,Z,11.4,7.3,9.6,29,221
2010,FORD,Ford,F150 FFV 4X4,4WD,PICKUP TRUCK - STANDARD,5.4,8,A6,A,6,X,17.7,13.3,15.7,18,361
2010,FORD,Ford,F150 FFV 4X4,4WD,PICKUP TRUCK - STANDARD,5.4,8,A6,A,6,E,24,18.2,21.4,13,342
2014,BMW,BMW,335i,2WD,COMPACT,3,6,M6,M,6,Z,11.8,7.9,10,28,230
2010,FORD,Ford,FLEX AWD,AWD,SUV - STANDARD,3.5,6,A6,A,6,X,15.1,10.7,13.1,22,301
2010,FORD,Ford,FLEX AWD,AWD,SUV - STANDARD,3.5,6,AS6,A,6,X,14.7,10.7,12.9,22,297
2010,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13.3,8.9,11.3,25,260
2010,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.2,9,11.3,25,260
2011,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,A6,A,6,Z,12.8,8.6,10.9,26,251
2011,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,12.5,8.5,10.7,26,246
2012,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13,8.7,11,26,253
2012,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,12.7,8.6,10.8,26,248
2010,FORD,Ford,FUSION AWD,AWD,MID-SIZE,3,6,AS6,A,6,X,13.3,9.3,11.5,25,265
2010,FORD,Ford,FUSION AWD,AWD,MID-SIZE,3,6,AS6,A,6,E,18,12.6,15.5,18,248
2010,FORD,Ford,FUSION AWD,AWD,MID-SIZE,3.5,6,AS6,A,6,X,14.3,9.8,12.3,23,283
2013,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13.1,8.8,11.2,25,258
2013,BMW,BMW,335i CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,12,8.1,10.3,27,237
2010,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13.3,8.9,11.3,25,260
2010,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.2,9,11.3,25,260
2011,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,A6,A,6,Z,12.8,8.6,10.9,26,251
2011,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,12.5,8.5,10.7,26,246
2012,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13,8.7,11,26,253
2012,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,12.7,8.6,10.8,26,248
2013,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,A6,A,6,Z,13.1,8.8,11.2,25,258
2013,BMW,BMW,335i COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,12,8.1,10.3,27,237
2015,BMW,BMW,335i SEDAN,2WD,COMPACT,3,6,AS8,A,8,Z,11.4,7.4,9.6,29,221
2015,BMW,BMW,335i SEDAN,2WD,COMPACT,3,6,M6,M,6,Z,11.5,7.8,9.8,29,225
2010,FORD,Ford,RANGER 4X4,4WD,PICKUP TRUCK - SMALL,4,6,A5,A,5,X,16.8,13.1,15.2,19,350
2010,FORD,Ford,RANGER 4X4,4WD,PICKUP TRUCK - SMALL,4,6,M5,M,5,X,15.6,12.5,14.2,20,327
2011,BMW,BMW,335is CABRIOLET,2WD,SUBCOMPACT,3,6,AM7,A,7,Z,13.8,9.9,12.1,23,278
2011,BMW,BMW,335is CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.7,9,11.6,24,267
2010,FORD,Ford,TAURUS AWD,AWD,FULL-SIZE,3.5,6,AS6,A,6,X,13.8,9.4,11.8,24,271
2010,FORD,Ford,TAURUS AWD,AWD,FULL-SIZE,3.5,6,AS6,A,6,X,13.8,9.5,11.9,24,274
2012,BMW,BMW,335is CABRIOLET,2WD,SUBCOMPACT,3,6,AM7,A,7,Z,13.8,9.8,12,24,276
2012,BMW,BMW,335is CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.4,9.1,11.5,25,265
2010,GMC,GM,ACADIA AWD,AWD,SUV - STANDARD,3.6,6,A6,A,6,X,14.7,10.4,12.8,22,294
2013,BMW,BMW,335is CABRIOLET,2WD,SUBCOMPACT,3,6,AM7,A,7,Z,13.9,10.1,12.2,23,281
2013,BMW,BMW,335is CABRIOLET,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.1,8.9,11.2,25,258
2011,BMW,BMW,335is COUPE,2WD,SUBCOMPACT,3,6,AM7,A,7,Z,13.8,9.9,12.1,23,278
2011,BMW,BMW,335is COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.7,9,11.6,24,267
2010,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,13.5,10.1,12,24,276
2010,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,13.2,9.6,11.6,24,267
2010,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14.5,10.6,12.7,22,292
2010,GMC,GM,CANYON 4WD,4WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,17,12.2,14.9,19,343
2012,BMW,BMW,335is COUPE,2WD,SUBCOMPACT,3,6,AM7,A,7,Z,13.8,9.8,12,24,276
2010,GMC,GM,CANYON CHASSIS CAB 4WD,4WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14.9,11,13.1,22,301
2012,BMW,BMW,335is COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.4,9.1,11.5,25,265
2013,BMW,BMW,335is COUPE,2WD,SUBCOMPACT,3,6,AM7,A,7,Z,13.9,10.1,12.2,23,281
2013,BMW,BMW,335is COUPE,2WD,SUBCOMPACT,3,6,M6,M,6,Z,13.1,8.9,11.2,25,258
2016,BMW,BMW,340i,2WD,COMPACT,3,6,AS8,A,8,Z,10.9,7.2,9.3,30,217
2010,GMC,GM,CANYON CREW CAB 4WD,4WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14.9,11,13.1,22,301
2010,GMC,GM,CANYON CREW CAB 4WD,4WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,17,12.2,14.9,19,343
2016,BMW,BMW,340i,2WD,COMPACT,3,6,M6,M,6,Z,11.6,7.8,9.9,29,231
2017,BMW,BMW,340i,2WD,COMPACT,3,6,AS8,A,8,Z,11.1,7.8,9.6,29,224
2017,BMW,BMW,340i,2WD,COMPACT,3,6,M6,M,6,Z,12.2,8.2,10.4,27,242
2010,GMC,GM,SAVANA CARGO AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,X,18.3,14.1,16.4,17,377
2010,GMC,GM,SAVANA CARGO AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,E,23.5,18.4,21.2,13,339
2018,BMW,BMW,340i,2WD,COMPACT,3,6,AS8,A,8,Z,9.2,6.2,7.8,36,183
2018,BMW,BMW,340i,2WD,COMPACT,3,6,M6,M,6,Z,12.1,8.1,10.3,27,240
2010,GMC,GM,SAVANA CARGO CONV AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,X,18.3,14.2,16.4,17,377
2010,GMC,GM,SAVANA CARGO CONV AWD,AWD,VAN - CARGO,5.3,8,A4,A,4,E,25.3,19.3,22.6,12,362
2010,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,AS7,A,7,Z,12.6,8.9,10.9,26,251
2010,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,M6,M,6,Z,13.1,9.1,11.3,25,260
2010,GMC,GM,SAVANA PASSENGER AWD,AWD,VAN - PASSENGER,5.3,8,A4,A,4,X,18.3,14.2,16.4,17,377
2010,GMC,GM,SAVANA PASSENGER AWD,AWD,VAN - PASSENGER,5.3,8,A4,A,4,E,25.3,19.3,22.6,12,362
2011,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,AS7,A,7,Z,12.5,8.9,10.9,26,251
2011,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,M6,M,6,Z,13.1,9.1,11.3,25,260
2012,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,AS7,A,7,Z,12.6,8.9,10.9,26,251
2012,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,M6,M,6,Z,13.3,9.4,11.5,25,265
2013,NISSAN,Renault-Nissan,370Z,2WD,TWO-SEATER,3.7,6,AS7,A,7,Z,13,9.3,11.3,25,260
